"","MSSubClass120","MSSubClass150","MSSubClass160","MSSubClass180","MSSubClass190","MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSZoningC","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotFrontage","LotArea","StreetGrvl","StreetPave","AlleyGrvl","AlleyNone","AlleyPave","LotShapeIR1","LotShapeIR2","LotShapeIR3","LotShapeReg","LandContourBnk","LandContourHLS","LandContourLow","LandContourLvl","UtilitiesAllPub","UtilitiesNoSeWa","LotConfigCorner","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlopeGtl","LandSlopeMod","LandSlopeSev","NeighborhoodBlmngtn","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Artery","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Artery","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType1Fam","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Fin","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual1","OverallQual10","OverallQual2","OverallQual3","OverallQual4","OverallQual5","OverallQual6","OverallQual7","OverallQual8","OverallQual9","OverallCond1","OverallCond2","OverallCond3","OverallCond4","OverallCond5","OverallCond6","OverallCond7","OverallCond8","OverallCond9","YearBuilt","YearRemodAdd","RoofStyleFlat","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlClyTile","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTarGrv","RoofMatlWdShake","RoofMatlWdShngl","Exterior1stAsbShng","Exterior1stAsphShn","Exterior1stBrkComm","Exterior1stBrkFace","Exterior1stCBlock","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stImStucc","Exterior1stMetalSd","Exterior1stPlywood","Exterior1stStone","Exterior1stStucco","Exterior1stVinylSd","Exterior1stWdSdng","Exterior1stWdShing","Exterior2ndAsbShng","Exterior2ndAsphShn","Exterior2ndBrkCmn","Exterior2ndBrkFace","Exterior2ndCBlock","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndImStucc","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndStone","Exterior2ndStucco","Exterior2ndVinylSd","Exterior2ndWdSdng","Exterior2ndWdShng","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","MasVnrArea","ExterQual","ExterCond","FoundationBrkTil","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingFloor","HeatingGasA","HeatingGasW","HeatingGrav","HeatingOthW","HeatingWall","HeatingQC","CentralAirN","CentralAirY","ElectricalFuseA","ElectricalFuseF","ElectricalFuseP","ElectricalMix","ElectricalSBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType2Types","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDriveN","PavedDriveP","PavedDriveY","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeatureGar2","MiscFeatureNone","MiscFeatureOthr","MiscFeatureShed","MiscFeatureTenC","MiscVal","MoSold","YrSold","SaleTypeCOD","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAbnorml","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","SalePrice","TotalSF"
"1",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,65,9.04204005654448,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,2003,2003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,5.28320372873799,1.6094379124341,1.38629436111989,0,0,1,0,0,0,4,3,0.693147180559945,6,6.56103066589657,0.693147180559945,0,5.01727983681492,6.75343791859778,0,1,0,0,0,0,5,0,1,0,0,0,0,1,6.75343791859778,6.75110146893676,0,7.44483327389219,1,0,2,1,3,0.693147180559945,4,2.19722457733622,7,0,0,0,1,0,0,0,0,0,2003,2,2,548,3,3,0,0,1,0,4.12713438504509,0,0,0,0,0,0,0,1,0,0,0,0,2,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2476991163726,7.85049318087114
"2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,9.16962253869762,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1976,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,0,0,1.38629436111989,1.38629436111989,0,1,0,0,0,0,4,3,1.6094379124341,5,6.88653164253051,0.693147180559945,0,5.65248918026865,7.14124512235049,0,1,0,0,0,0,5,0,1,0,0,0,0,1,7.14124512235049,0,0,7.14124512235049,0,0.693147180559945,2,0,3,0.693147180559945,3,1.94591014905531,7,1,3,0,1,0,0,0,0,0,1976,2,2,460,3,3,0,0,1,5.70044357339069,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.1090164423137,7.83399634170946
"3",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,68,9.32821229257107,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,2001,2002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,5.09375020080676,1.6094379124341,1.38629436111989,0,0,1,0,0,0,4,3,1.09861228866811,6,6.18826412308259,0.693147180559945,0,6.07534603108868,6.82546003625531,0,1,0,0,0,0,5,0,1,0,0,0,0,1,6.82546003625531,6.76503897678054,0,7.48829351515943,1,0,2,1,3,0.693147180559945,4,1.94591014905531,7,1,3,0,1,0,0,0,0,0,2001,2,2,608,3,3,0,0,1,0,3.76120011569356,0,0,0,0,0,0,0,1,0,0,0,0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.3171711672987,7.9035962896143
"4",0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,60,9.16440114003474,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,1915,1970,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,1.38629436111989,1.38629436111989,0.693147180559945,0,0,0,0,0,3,4,0.693147180559945,5,5.37989735354046,0.693147180559945,0,6.29341927884648,6.62936325343745,0,1,0,0,0,0,4,0,1,0,0,0,0,1,6.86901445066571,6.62936325343745,0,7.4489161025442,1,0,1,0,3,0.693147180559945,4,2.07944154167984,7,1,4,0,0,0,0,0,0.693147180559945,0,1998,1,3,642,3,3,0,0,1,0,3.58351893845611,5.60947179518496,0,0,0,0,0,0,1,0,0,0,0,2,2006,0,0,0,0,0,0,0,0,1,0.693147180559945,0,0,0,0,0,11.8494048444231,7.81359155295243
"5",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,84,9.56528381773677,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0.693147180559945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,2000,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,5.86078622346587,1.6094379124341,1.38629436111989,0,0,1,0,0,0,4,3,1.38629436111989,6,6.48616078894409,0.693147180559945,0,6.19644412779452,7.04403289727469,0,1,0,0,0,0,5,0,1,0,0,0,0,1,7.04403289727469,6.96034772910131,0,7.69575799055476,1,0,2,1,4,0.693147180559945,4,2.30258509299405,7,1,3,0,1,0,0,0,0,0,2000,2,3,836,3,3,0,0,1,5.26269018890489,4.44265125649032,0,0,0,0,0,0,0,1,0,0,0,0,12,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.4292201968364,8.11492297420459
"6",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,0,85,9.55506418479516,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,0,1993,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0.693147180559945,4,3,0.693147180559945,6,6.59714570188665,0.693147180559945,0,4.17438726989564,6.68085467879022,0,1,0,0,0,0,5,0,1,0,0,0,0,1,6.68085467879022,6.34035930372775,0,7.21744343169653,1,0,1,1,1,0.693147180559945,3,1.79175946922805,7,0,0,0,1,0,0,0,0,0,1993,1,2,480,3,3,0,0,1,3.71357206670431,3.43398720448515,0,5.77144112313002,0,0,0,1.38629436111989,0,0,0,0.693147180559945,0,6.55250788703459,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.8706069022246,7.67740043051481
"7",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,9.21880445038831,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,2004,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.693147180559945,5.23110861685459,1.6094379124341,1.38629436111989,0,0,1,0,0,0,5,3,1.38629436111989,6,7.22256601882217,0.693147180559945,0,5.76205138278018,7.43070708254597,0,1,0,0,0,0,5,0,1,0,0,0,0,1,7.43543801981455,0,0,7.43543801981455,1,0,2,0,3,0.693147180559945,4,2.07944154167984,7,1,4,0,1,0,0,0,0,0,2004,2,2,636,3,3,0,0,1,5.54517744447956,4.06044301054642,0,0,0,0,0,0,0,1,0,0,0,0,8,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.634606283893,8.12592680270789
"8",0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,9.24792513230345,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1973,1973,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,5.48479693349065,1.38629436111989,1.38629436111989,0,1,0,0,0,0,4,3,1.09861228866811,5,6.75693238924755,1.6094379124341,3.49650756146648,5.37989735354046,7.01031186730723,0,1,0,0,0,0,5,0,1,0,0,0,0,1,7.01031186730723,6.89162589705225,0,7.64539769942863,1,0,2,1,3,0.693147180559945,3,2.07944154167984,7,2,3,0,1,0,0,0,0,0,1973,2,2,484,3,3,0,0,1,5.46383180502561,5.32300997913841,5.43372200355424,0,0,0,0,0,0,0,0,0.693147180559945,0,5.86078622346587,11,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.2060776455177,8.0702808933939
"9",0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0.693147180559945,51,8.71948076085107,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0,1931,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,1.38629436111989,1.38629436111989,0.693147180559945,0,0,0,0,0,3,3,0.693147180559945,1,0,0.693147180559945,0,6.8596149036542,6.8596149036542,0,1,0,0,0,0,4,0,1,0,0.693147180559945,0,0,0,6.93049476595163,6.62406522779989,0,7.48155570190952,0,0,2,0,2,1.09861228866811,3,2.19722457733622,6,2,3,0,0,0,0,0,0.693147180559945,0,1931,1,2,468,2,3,0,0,1,4.51085950651685,0,5.32787616878958,0,0,0,0,0,0,1,0,0,0,0,4,2008,0,0,0,0,0,0,0,0,1,0.693147180559945,0,0,0,0,0,11.7745279008585,7.91095738284559
"10",0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,8.91206909797013,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,1939,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,1,0,0,1.38629436111989,1.38629436111989,0.693147180559945,0,0,0,0,0,3,3,0.693147180559945,6,6.74758652682932,0.693147180559945,0,4.94875989037817,6.89972310728487,0,1,0,0,0,0,5,0,1,0,0,0,0,1,6.98286275146894,0,0,6.98286275146894,1,0,1,0,2,1.09861228866811,3,1.79175946922805,7,2,3,0,1,0,0,0,0,0,1939,2,1,205,4,3,0,0,1,0,1.6094379124341,0,0,0,0,0,0,0,1,0,0,0,0,1,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.6784483779882,7.63482067774554
